partNumber,resourceType,section,issueType,severity,problem,recommendation,fixSource,affectsLaunch
55,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"12 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
55,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
55,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"17 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
55,facts,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
55,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
55,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
55,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"4 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
55,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
55,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
56,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
56,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"21 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
56,briefing,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
56,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
56,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
56,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"24 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
56,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 1 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
56,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
56,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"7 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
56,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
57,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"14 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
57,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
57,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
57,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"21 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
57,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
57,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
57,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"13 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
57,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
57,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
58,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
58,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"26 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
58,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
58,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"53 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
58,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 10 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
58,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
58,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"5 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
58,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
58,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
59,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
59,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"13 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
59,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
59,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
59,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"27 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
59,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 5 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
59,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
59,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"3 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
59,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
59,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
60,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"9 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
60,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
60,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
60,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"8 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
60,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 1 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
60,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
60,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"4 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
60,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
60,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
61,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"7 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
61,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
61,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
61,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
61,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"18 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
61,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
61,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
61,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"5 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
61,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
61,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
62,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
62,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"14 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
62,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
62,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
62,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"29 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
62,facts,name notes,name_notes_mixed_in_list,low,"3 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
62,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 8 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
62,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
62,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"5 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
62,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
62,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
63,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"9 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
63,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
63,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
63,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"14 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
63,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 5 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
63,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
63,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"4 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
63,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
63,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
64,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"13 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
64,briefing,caution/authenticity note,caution_note_buried,low,Authenticity warning or scholarly caution language is present but rendered as regular paragraph text.,"Style as a muted gold callout with label ""Authenticity Note"" or ""Scholarly Caution"". Renderer improvement.",renderer,false
64,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
64,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"23 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
64,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
64,facts,caution/authenticity note,caution_note_buried,low,Authenticity warning or scholarly caution language is present but rendered as regular paragraph text.,"Style as a muted gold callout with label ""Authenticity Note"" or ""Scholarly Caution"". Renderer improvement.",renderer,false
64,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
64,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
65,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
65,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"17 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
65,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
65,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
65,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"15 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
65,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 6 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
65,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
66,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
66,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
66,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"10 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
66,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
66,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"11 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
66,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
66,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
66,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"3 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
66,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
66,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
67,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
67,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
67,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"13 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
67,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
67,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
67,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"16 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
67,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 7 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
67,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
67,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
67,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"6 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
67,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
67,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
68,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
68,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"6 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
68,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
68,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
68,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
68,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"4 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
68,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
68,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
68,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
68,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"3 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
68,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
68,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
69,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
69,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
69,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
69,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
69,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
69,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
69,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
70,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
70,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
70,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
70,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
71,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
71,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
